YYB_SERVER = http://3.112.226.233:8000@1
脚本数量   = 168
[ 91/168] nice.js                      -> 异常退出 0.1s
[ 92/168] nissin.js                    -> 异常退出 0.1s
[ 93/168] niuyougu.js                  -> 异常退出 0.0s
[ 94/168] nndj.js                      -> 异常退出 0.0s
[ 95/168] nwdjg.js                     -> 异常退出 0.0s
[ 96/168] nxdc.js                      -> 异常退出 0.1s
[ 97/168] olecs.js                     -> 异常退出 0.0s
[ 98/168] oppo.js                      -> 异常退出 0.0s
[ 99/168] parkson.js                   -> 异常退出 0.0s
[100/168] pddgy.js                     -> 异常退出 0.0s
[101/168] qianjinjiankang.js           -> 异常退出 0.1s
[102/168] qmai.js                      -> 异常退出 0.0s
[103/168] qmsd.js                      -> 异常退出 0.0s
[104/168] qqhyjlb.js                   -> 异常退出 0.1s
[105/168] qqpcmgr.js                   -> 异常退出 0.0s
[106/168] quanmianshidai.py            -> 异常退出 0.2s
[107/168] quncrm.js                    -> 异常退出 0.0s
[108/168] qutaoka.js                   -> 异常退出 0.0s
[109/168] quwa_jxyx.js                 -> 异常退出 0.1s
[110/168] qyqd.js                      -> 异常退出 0.1s
[111/168] rio.js                       -> 异常退出 0.1s
[112/168] roki.js                      -> 异常退出 0.1s
[113/168] rrk.js                       -> 异常退出 0.1s
[114/168] rytyn.js                     -> 异常退出 0.1s
[115/168] sanf.js                      -> 异常退出 0.1s
[116/168] sf.js                        -> 异常退出 0.0s
[117/168] shanyi.js                    -> 异常退出 0.0s
[118/168] shefuyishou.js               -> 异常退出 0.0s
[119/168] shengongshe.js               -> 异常退出 0.0s
[120/168] sinsin.js                    -> 异常退出 0.0s
[121/168] skyworth.js                  -> 异常退出 0.0s
[122/168] smgc.js                      -> 异常退出 0.0s
[123/168] stokke.js                    -> 异常退出 0.0s
[124/168] szgc.js                      -> 异常退出 0.0s
[125/168] tclx_lc.js                   -> 异常退出 0.0s
[126/168] thyc.js                      -> 异常退出 0.0s
[127/168] tjg.js                       -> 异常退出 0.0s
[128/168] tmj.js                       -> 异常退出 0.0s
[129/168] tnjy.js                      -> 异常退出 0.0s
[130/168] trsj.js                      -> 异常退出 0.0s
[131/168] tslj.js                      -> 异常退出 0.1s
[132/168] txdt.js                      -> 异常退出 0.1s
[133/168] txq.js                       -> 异常退出 0.1s
[134/168] wanjiale.js                  -> 异常退出 0.1s
[135/168] wanyazhenxuan.js             -> 异常退出 0.1s
[136/168] wb.js                        -> 异常退出 0.1s
[137/168] wph.js                       -> 异常退出 0.1s
[138/168] wps.js                       -> 异常退出 0.0s
[139/168] wrn.js                       -> 异常退出 0.1s
[140/168] wugenvboshi.js               -> 异常退出 0.0s
[141/168] wuyingyundiannao.py          -> 异常退出 0.3s
[142/168] wx_midea.js                  -> 异常退出 0.1s
[143/168] wx_xlxyh.js                  -> 异常退出 0.1s
[144/168] wxzf.js                      -> 异常退出 0.1s
[145/168] wzy.js                       -> 异常退出 0.0s
[146/168] xchy.js                      -> 异常退出 0.0s
[147/168] xiaodangjia.js               -> 异常退出 0.1s
[148/168] xinxianghui.py               -> 异常退出 0.2s
[149/168] xmsq.js                      -> 异常退出 0.0s
[150/168] xzyy.js                      -> 异常退出 0.0s
[151/168] ydyc.js                      -> 异常退出 0.0s
[152/168] yichengtong.js               -> 异常退出 0.0s
[153/168] yingshujufeng.js             -> 异常退出 0.0s
[154/168] yipiaoda.js                  -> 异常退出 0.1s
[155/168] yjlxh.js                     -> 异常退出 0.1s
[156/168] ykb_all.js                   -> 异常退出 0.0s
[157/168] youzan.js                    -> 异常退出 0.0s
[158/168] ytb2_all.js                  -> 异常退出 0.0s
[159/168] yuexihui.js                  -> 异常退出 0.1s
[160/168] yunduodingding.js            -> 异常退出 0.0s
[161/168] yz19.js                      -> 异常退出 0.0s
[162/168] yz9d.js                      -> 异常退出 0.0s
[163/168] yzyj.js                      -> 异常退出 0.0s
[164/168] zbs.js                       -> 异常退出 0.0s
[165/168] zhanma.js                    -> 异常退出 0.0s
[166/168] zippo.js                     -> 异常退出 0.0s
[167/168] ztkd.js                      -> 异常退出 0.0s
[168/168] 提现免费券.py                     -> 异常退出 0.2s

============================================================
成功: 7
失败: 4
限流: 0
异常: 157
============================================================
